Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession
SRR31347632,WGS,147.74,88123226,PRJNA1102327,SAMN44728056,Viral,31477458,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724814,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-009,24-031622-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:08,2024-04-20T18:12:00Z,1,24-031622-009,SRP503016,H5N1,milk,SRS23214884
SRR31347633,WGS,147.71,69528692,PRJNA1102327,SAMN44728055,Viral,25130436,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724813,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-008,24-031622-008-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:08,2024-04-20T18:12:00Z,1,24-031622-008,SRP503016,H5N1,milk,SRS23214883
SRR31347634,WGS,147.68,86300221,PRJNA1102327,SAMN44728054,Viral,31056054,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724812,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-006,24-031622-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:08,2024-04-20T18:12:00Z,1,24-031622-006,SRP503016,H5N1,milk,SRS23214882
SRR31347635,WGS,146.42,63330463,PRJNA1102327,SAMN44728053,Viral,22726613,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724811,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-005,24-031622-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031622-005,SRP503016,H5N1,milk,SRS23214881
SRR31347636,WGS,147.94,83591671,PRJNA1102327,SAMN44728052,Viral,30209282,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724810,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-004,24-031622-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031622-004,SRP503016,H5N1,milk,SRS23214880
SRR31347637,WGS,147.88,80892860,PRJNA1102327,SAMN44728051,Viral,29093213,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724809,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-003,24-031622-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031622-003,SRP503016,H5N1,milk,SRS23214879
SRR31347638,WGS,147.52,92479311,PRJNA1102327,SAMN44727988,Viral,33054453,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724808,USA,North America,USA,TURKEY,NextSeq 2000,24-031284-009,24-031284-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031284-009,SRP503016,H5N1,tracheal swab,SRS23214878
SRR31347639,WGS,147.6,86679456,PRJNA1102327,SAMN44728050,Viral,31138263,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724807,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-002,24-031622-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031622-002,SRP503016,H5N1,milk,SRS23214876
SRR31347640,WGS,148.06,86919989,PRJNA1102327,SAMN44728049,Viral,31008050,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724806,USA,North America,USA,CATTLE,NextSeq 2000,24-031622-001,24-031622-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031622-001,SRP503016,H5N1,milk,SRS23214875
SRR31347641,WGS,147.46,77400964,PRJNA1102327,SAMN44728048,Viral,27855713,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724805,USA,North America,USA,CATTLE,NextSeq 2000,24-031620-001,24-031620-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031620-001,SRP503016,H5N1,milk,SRS23214877
SRR31347642,WGS,145.49,235657071,PRJNA1102327,SAMN44728047,Viral,83885575,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724804,USA,North America,USA,CATTLE,NextSeq 2000,24-031619-009,24-031619-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031619-009,SRP503016,H5N1,milk,SRS23214874
SRR31347643,WGS,147.36,85384690,PRJNA1102327,SAMN44728046,Viral,30560992,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724803,USA,North America,USA,CATTLE,NextSeq 2000,24-031619-007,24-031619-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031619-007,SRP503016,H5N1,milk,SRS23214872
SRR31347644,WGS,147.45,73999246,PRJNA1102327,SAMN44728045,Viral,26867537,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724802,USA,North America,USA,CATTLE,NextSeq 2000,24-031619-006,24-031619-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:07,2024-04-20T18:12:00Z,1,24-031619-006,SRP503016,H5N1,milk,SRS23214873
SRR31347645,WGS,146.92,74729184,PRJNA1102327,SAMN44728044,Viral,26879704,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724801,USA,North America,USA,CATTLE,NextSeq 2000,24-031619-003,24-031619-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031619-003,SRP503016,H5N1,milk,SRS23214871
SRR31347646,WGS,147.24,110314043,PRJNA1102327,SAMN44728043,Viral,38821950,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724800,USA,North America,USA,CATTLE,NextSeq 2000,24-031619-002,24-031619-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031619-002,SRP503016,H5N1,milk,SRS23214870
SRR31347647,WGS,147.76,84932155,PRJNA1102327,SAMN44728042,Viral,30400849,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724799,USA,North America,USA,CATTLE,NextSeq 2000,24-031607-003,24-031607-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031607-003,SRP503016,H5N1,milk,SRS23214869
SRR31347648,WGS,147.94,50918167,PRJNA1102327,SAMN44728041,Viral,18332938,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724798,USA,North America,USA,CATTLE,NextSeq 2000,24-031607-002,24-031607-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031607-002,SRP503016,H5N1,milk,SRS23214868
SRR31347649,WGS,147.19,113353722,PRJNA1102327,SAMN44727987,Viral,40420199,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724797,USA,North America,USA,TURKEY,NextSeq 2000,24-031284-008,24-031284-008-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031284-008,SRP503016,H5N1,tracheal swab,SRS23214865
SRR31347650,WGS,148.11,61674756,PRJNA1102327,SAMN44728040,Viral,22064031,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724796,USA,North America,USA,CATTLE,NextSeq 2000,24-031494-001,24-031494-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031494-001,SRP503016,H5N1,milk,SRS23214867
SRR31347651,WGS,147.97,67112732,PRJNA1102327,SAMN44728039,Viral,24014026,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724795,USA,North America,USA,CATTLE,NextSeq 2000,24-031493-001,24-031493-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031493-001,SRP503016,H5N1,milk,SRS23214866
SRR31347652,WGS,147.15,113036989,PRJNA1102327,SAMN44728038,Viral,40391416,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724794,USA,North America,USA,CATTLE,NextSeq 2000,24-031489-002,24-031489-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031489-002,SRP503016,H5N1,milk,SRS23214863
SRR31347653,WGS,146.78,114629539,PRJNA1102327,SAMN44728037,Viral,40837379,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724793,USA,North America,USA,CATTLE,NextSeq 2000,24-031489-001,24-031489-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031489-001,SRP503016,H5N1,milk,SRS23214862
SRR31347654,WGS,145.65,107059947,PRJNA1102327,SAMN44728036,Viral,37970157,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724792,USA,North America,USA,CATTLE,NextSeq 2000,24-031340-005,24-031340-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031340-005,SRP503016,H5N1,milk,SRS23214861
SRR31347655,WGS,146.44,61775260,PRJNA1102327,SAMN44728035,Viral,22169934,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724791,USA,North America,USA,CATTLE,NextSeq 2000,24-031340-004,24-031340-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:06,2024-04-20T18:12:00Z,1,24-031340-004,SRP503016,H5N1,milk,SRS23214864
SRR31347656,WGS,146.25,116571860,PRJNA1102327,SAMN44728034,Viral,41790039,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724790,USA,North America,USA,CATTLE,NextSeq 2000,24-031340-003,24-031340-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031340-003,SRP503016,H5N1,milk,SRS23214859
SRR31347657,WGS,146.67,105423224,PRJNA1102327,SAMN44728033,Viral,37758871,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724789,USA,North America,USA,CATTLE,NextSeq 2000,24-031340-001,24-031340-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031340-001,SRP503016,H5N1,milk,SRS23214860
SRR31347658,WGS,147.7,78877609,PRJNA1102327,SAMN44728032,Viral,28142045,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724788,USA,North America,USA,CATTLE,NextSeq 2000,24-031317-004,24-031317-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031317-004,SRP503016,H5N1,milk,SRS23214858
SRR31347659,WGS,145.91,122616520,PRJNA1102327,SAMN44728031,Viral,43825976,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724787,USA,North America,USA,CHICKEN,NextSeq 2000,24-031286-011,24-031286-011-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031286-011,SRP503016,H5N1,OROPHARYNGEAL SWAB,SRS23214857
SRR31347660,WGS,146.55,97196629,PRJNA1102327,SAMN44727986,Viral,34763826,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724786,USA,North America,USA,TURKEY,NextSeq 2000,24-031284-006,24-031284-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031284-006,SRP503016,H5N1,tracheal swab,SRS23214856
SRR31347661,WGS,146.02,96946423,PRJNA1102327,SAMN44728030,Viral,34619656,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724785,USA,North America,USA,CHICKEN,NextSeq 2000,24-031286-010,24-031286-010-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031286-010,SRP503016,H5N1,OROPHARYNGEAL SWAB,SRS23214854
SRR31347662,WGS,146.7,91268959,PRJNA1102327,SAMN44728029,Viral,32616291,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724784,USA,North America,USA,CHICKEN,NextSeq 2000,24-031286-009,24-031286-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:05,2024-04-20T18:12:00Z,1,24-031286-009,SRP503016,H5N1,OROPHARYNGEAL SWAB,SRS23214855
SRR31347663,WGS,147.91,184387991,PRJNA1102327,SAMN44728165,Viral,66013328,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724783,USA,North America,USA,CATTLE,NextSeq 2000,24-032021-001,24-032021-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032021-001,SRP503016,H5N1,milk,SRS23214852
SRR31347664,WGS,147.93,163650066,PRJNA1102327,SAMN44728164,Viral,58207136,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724782,USA,North America,USA,CATTLE,NextSeq 2000,24-032019-001,24-032019-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032019-001,SRP503016,H5N1,milk,SRS23214853
SRR31347665,WGS,148.48,110040967,PRJNA1102327,SAMN44728163,Viral,39468183,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724781,USA,North America,USA,CATTLE,NextSeq 2000,24-032017-001,24-032017-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032017-001,SRP503016,H5N1,milk,SRS23214851
SRR31347666,WGS,148.0,114154016,PRJNA1102327,SAMN44728162,Viral,41449614,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724780,USA,North America,USA,CATTLE,NextSeq 2000,24-032016-003,24-032016-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032016-003,SRP503016,H5N1,milk,SRS23214849
SRR31347667,WGS,148.04,101002727,PRJNA1102327,SAMN44728161,Viral,36292138,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724779,USA,North America,USA,CATTLE,NextSeq 2000,24-032016-002,24-032016-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032016-002,SRP503016,H5N1,milk,SRS23214850
SRR31347668,WGS,147.58,56920420,PRJNA1102327,SAMN44727999,Viral,20419373,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724778,USA,North America,USA,TURKEY,NextSeq 2000,24-031284-022,24-031284-022-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-031284-022,SRP503016,H5N1,tracheal swab,SRS23214847
SRR31347669,WGS,147.93,130065860,PRJNA1102327,SAMN44728160,Viral,46760002,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724777,USA,North America,USA,CATTLE,NextSeq 2000,24-032016-001,24-032016-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032016-001,SRP503016,H5N1,milk,SRS23214846
SRR31347670,WGS,147.67,148953516,PRJNA1102327,SAMN44728159,Viral,53295490,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724776,USA,North America,USA,CATTLE,NextSeq 2000,24-032057-002,24-032057-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032057-002,SRP503016,H5N1,milk,SRS23214848
SRR31347671,WGS,148.26,103601828,PRJNA1102327,SAMN44728158,Viral,37319812,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724775,USA,North America,USA,CATTLE,NextSeq 2000,24-032054-004,24-032054-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:04,2024-04-20T18:12:00Z,1,24-032054-004,SRP503016,H5N1,milk,SRS23214845
SRR31347672,WGS,148.6,65388440,PRJNA1102327,SAMN44728157,Viral,23730568,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724774,USA,North America,USA,CATTLE,NextSeq 2000,24-032054-001,24-032054-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032054-001,SRP503016,H5N1,milk,SRS23214844
SRR31347673,WGS,146.96,158692563,PRJNA1102327,SAMN44728156,Viral,56790893,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724773,USA,North America,USA,CATTLE,NextSeq 2000,24-032050-001,24-032050-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032050-001,SRP503016,H5N1,milk,SRS23214842
SRR31347674,WGS,147.92,113092943,PRJNA1102327,SAMN44728155,Viral,40857939,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724772,USA,North America,USA,CATTLE,NextSeq 2000,24-032048-003,24-032048-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032048-003,SRP503016,H5N1,milk,SRS23214843
SRR31347675,WGS,148.45,111431728,PRJNA1102327,SAMN44728154,Viral,40526503,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724771,USA,North America,USA,CATTLE,NextSeq 2000,24-032048-002,24-032048-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032048-002,SRP503016,H5N1,milk,SRS23214841
SRR31347676,WGS,148.36,111589436,PRJNA1102327,SAMN44728153,Viral,40282726,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724770,USA,North America,USA,CATTLE,NextSeq 2000,24-032048-001,24-032048-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032048-001,SRP503016,H5N1,milk,SRS23214839
SRR31347677,WGS,147.98,134194723,PRJNA1102327,SAMN44728152,Viral,48243528,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724769,USA,North America,USA,CATTLE,NextSeq 2000,24-032046-002,24-032046-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032046-002,SRP503016,H5N1,milk,SRS23214840
SRR31347678,WGS,148.1,109279699,PRJNA1102327,SAMN44728151,Viral,39676969,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724768,USA,North America,USA,CATTLE,NextSeq 2000,24-032046-001,24-032046-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032046-001,SRP503016,H5N1,milk,SRS23214837
SRR31347679,WGS,146.94,112054238,PRJNA1102327,SAMN44727998,Viral,39932893,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724767,USA,North America,USA,TURKEY,NextSeq 2000,24-031284-021,24-031284-021-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-031284-021,SRP503016,H5N1,tracheal swab,SRS23214838
SRR31347680,WGS,148.59,110209107,PRJNA1102327,SAMN44728150,Viral,39403848,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724766,USA,North America,USA,CATTLE,NextSeq 2000,24-032039-001,24-032039-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:03,2024-04-20T18:12:00Z,1,24-032039-001,SRP503016,H5N1,milk,SRS23214836
SRR31347681,WGS,148.56,139558114,PRJNA1102327,SAMN44728149,Viral,50412301,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724765,USA,North America,USA,CATTLE,NextSeq 2000,24-032037-001,24-032037-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:02,2024-04-20T18:12:00Z,1,24-032037-001,SRP503016,H5N1,milk,SRS23214835
SRR31347682,WGS,148.7,138235114,PRJNA1102327,SAMN44728148,Viral,49279725,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724764,USA,North America,USA,CATTLE,NextSeq 2000,24-032036-002,24-032036-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:02,2024-04-20T18:12:00Z,1,24-032036-002,SRP503016,H5N1,milk,SRS23214834
SRR31347683,WGS,148.44,114906518,PRJNA1102327,SAMN44728147,Viral,41583699,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724763,USA,North America,USA,CATTLE,NextSeq 2000,24-032036-001,24-032036-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:02,2024-04-20T18:12:00Z,1,24-032036-001,SRP503016,H5N1,milk,SRS23214833
SRR31347684,WGS,147.66,180000633,PRJNA1102327,SAMN44728146,Viral,64534318,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724762,USA,North America,USA,CATTLE,NextSeq 2000,24-032035-004,24-032035-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:02,2024-04-20T18:12:00Z,1,24-032035-004,SRP503016,H5N1,milk,SRS23214831
SRR31347685,WGS,147.85,206283711,PRJNA1102327,SAMN44728145,Viral,74030513,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724761,USA,North America,USA,CATTLE,NextSeq 2000,24-032035-003,24-032035-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:02,2024-04-20T18:12:00Z,1,24-032035-003,SRP503016,H5N1,milk,SRS23214832
SRR31347686,WGS,147.87,192567344,PRJNA1102327,SAMN44728144,Viral,69299928,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26724760,USA,North America,USA,CATTLE,NextSeq 2000,24-032035-002,24-032035-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-11-15 00:19:08,2024-04-20T18:12:00Z,1,24-032035-002,SRP503016,H5N1,milk,SRS23214829
