seg_file	seg_seq_name	sra_run	seg	genbank_acc	genbank_seg	genbank_name
SRR34712477_HA_cns.fa	Consensus_SRR34712477_HA_cns_threshold_0.5_quality_20	SRR34712477	HA	PX213325.1	4	A/cattle/CA/25-019921-003-original/2025
SRR34712477_MP_cns.fa	Consensus_SRR34712477_MP_cns_threshold_0.5_quality_20	SRR34712477	MP	PX213328.1	7	A/cattle/CA/25-019921-003-original/2025
SRR34712477_NA_cns.fa	Consensus_SRR34712477_NA_cns_threshold_0.5_quality_20	SRR34712477	NA	PX213327.1	6	A/cattle/CA/25-019921-003-original/2025
SRR34712477_NP_cns.fa	Consensus_SRR34712477_NP_cns_threshold_0.5_quality_20	SRR34712477	NP	PX213326.1	5	A/cattle/CA/25-019921-003-original/2025
SRR34712477_NS_cns.fa	Consensus_SRR34712477_NS_cns_threshold_0.5_quality_20	SRR34712477	NS	PX213329.1	8	A/cattle/CA/25-019921-003-original/2025
SRR34712477_PA_cns.fa	Consensus_SRR34712477_PA_cns_threshold_0.5_quality_20	SRR34712477	PA	PX213324.1	3	A/cattle/CA/25-019921-003-original/2025
SRR34712477_PB1_cns.fa	Consensus_SRR34712477_PB1_cns_threshold_0.5_quality_20	SRR34712477	PB1	PX213323.1	2	A/cattle/CA/25-019921-003-original/2025
SRR34712477_PB2_cns.fa	Consensus_SRR34712477_PB2_cns_threshold_0.5_quality_20	SRR34712477	PB2	PX213322.1	1	A/cattle/CA/25-019921-003-original/2025
SRR34712479_HA_cns.fa	Consensus_SRR34712479_HA_cns_threshold_0.5_quality_20	SRR34712479	HA	PX392132.1	4	A/cattle/CA/25-019918-004-original/2025
SRR34712479_MP_cns.fa	Consensus_SRR34712479_MP_cns_threshold_0.5_quality_20	SRR34712479	MP	PX392135.1	7	A/cattle/CA/25-019918-004-original/2025
SRR34712479_NA_cns.fa	Consensus_SRR34712479_NA_cns_threshold_0.5_quality_20	SRR34712479	NA	PX392134.1	6	A/cattle/CA/25-019918-004-original/2025
SRR34712479_NP_cns.fa	Consensus_SRR34712479_NP_cns_threshold_0.5_quality_20	SRR34712479	NP	PX392133.1	5	A/cattle/CA/25-019918-004-original/2025
SRR34712479_NS_cns.fa	Consensus_SRR34712479_NS_cns_threshold_0.5_quality_20	SRR34712479	NS	PX392136.1	8	A/cattle/CA/25-019918-004-original/2025
SRR34712479_PA_cns.fa	Consensus_SRR34712479_PA_cns_threshold_0.5_quality_20	SRR34712479	PA	PX392131.1	3	A/cattle/CA/25-019918-004-original/2025
SRR34712479_PB1_cns.fa	Consensus_SRR34712479_PB1_cns_threshold_0.5_quality_20	SRR34712479	PB1	PX392130.1	2	A/cattle/CA/25-019918-004-original/2025
SRR34712479_PB2_cns.fa	Consensus_SRR34712479_PB2_cns_threshold_0.5_quality_20	SRR34712479	PB2	PX392129.1	1	A/cattle/CA/25-019918-004-original/2025
SRR34712480_HA_cns.fa	Consensus_SRR34712480_HA_cns_threshold_0.5_quality_20	SRR34712480	HA	PX213317.1	4	A/cattle/CA/25-019914-005-original/2025
SRR34712480_MP_cns.fa	Consensus_SRR34712480_MP_cns_threshold_0.5_quality_20	SRR34712480	MP	PX213320.1	7	A/cattle/CA/25-019914-005-original/2025
SRR34712480_NA_cns.fa	Consensus_SRR34712480_NA_cns_threshold_0.5_quality_20	SRR34712480	NA	PX213319.1	6	A/cattle/CA/25-019914-005-original/2025
SRR34712480_NP_cns.fa	Consensus_SRR34712480_NP_cns_threshold_0.5_quality_20	SRR34712480	NP	PX213318.1	5	A/cattle/CA/25-019914-005-original/2025
SRR34712480_NS_cns.fa	Consensus_SRR34712480_NS_cns_threshold_0.5_quality_20	SRR34712480	NS	PX213321.1	8	A/cattle/CA/25-019914-005-original/2025
SRR34712480_PA_cns.fa	Consensus_SRR34712480_PA_cns_threshold_0.5_quality_20	SRR34712480	PA	PX213316.1	3	A/cattle/CA/25-019914-005-original/2025
SRR34712480_PB1_cns.fa	Consensus_SRR34712480_PB1_cns_threshold_0.5_quality_20	SRR34712480	PB1	PX213315.1	2	A/cattle/CA/25-019914-005-original/2025
SRR34712480_PB2_cns.fa	Consensus_SRR34712480_PB2_cns_threshold_0.5_quality_20	SRR34712480	PB2	PX213314.1	1	A/cattle/CA/25-019914-005-original/2025
SRR34712481_HA_cns.fa	Consensus_SRR34712481_HA_cns_threshold_0.5_quality_20	SRR34712481	HA	PX212909.1	4	A/cattle/CA/25-019650-003-original/2025
SRR34712481_MP_cns.fa	Consensus_SRR34712481_MP_cns_threshold_0.5_quality_20	SRR34712481	MP	PX212912.1	7	A/cattle/CA/25-019650-003-original/2025
SRR34712481_NA_cns.fa	Consensus_SRR34712481_NA_cns_threshold_0.5_quality_20	SRR34712481	NA	PX212911.1	6	A/cattle/CA/25-019650-003-original/2025
SRR34712481_NP_cns.fa	Consensus_SRR34712481_NP_cns_threshold_0.5_quality_20	SRR34712481	NP	PX212910.1	5	A/cattle/CA/25-019650-003-original/2025
SRR34712481_NS_cns.fa	Consensus_SRR34712481_NS_cns_threshold_0.5_quality_20	SRR34712481	NS	PX212913.1	8	A/cattle/CA/25-019650-003-original/2025
SRR34712481_PA_cns.fa	Consensus_SRR34712481_PA_cns_threshold_0.5_quality_20	SRR34712481	PA	PX212908.1	3	A/cattle/CA/25-019650-003-original/2025
SRR34712481_PB1_cns.fa	Consensus_SRR34712481_PB1_cns_threshold_0.5_quality_20	SRR34712481	PB1	PX212907.1	2	A/cattle/CA/25-019650-003-original/2025
SRR34712481_PB2_cns.fa	Consensus_SRR34712481_PB2_cns_threshold_0.5_quality_20	SRR34712481	PB2	PX212906.1	1	A/cattle/CA/25-019650-003-original/2025
SRR34712482_HA_cns.fa	Consensus_SRR34712482_HA_cns_threshold_0.5_quality_20	SRR34712482	HA	PX213309.1	4	A/cattle/CA/25-019914-004-original/2025
SRR34712482_MP_cns.fa	Consensus_SRR34712482_MP_cns_threshold_0.5_quality_20	SRR34712482	MP	PX213312.1	7	A/cattle/CA/25-019914-004-original/2025
SRR34712482_NA_cns.fa	Consensus_SRR34712482_NA_cns_threshold_0.5_quality_20	SRR34712482	NA	PX213311.1	6	A/cattle/CA/25-019914-004-original/2025
SRR34712482_NP_cns.fa	Consensus_SRR34712482_NP_cns_threshold_0.5_quality_20	SRR34712482	NP	PX213310.1	5	A/cattle/CA/25-019914-004-original/2025
SRR34712482_NS_cns.fa	Consensus_SRR34712482_NS_cns_threshold_0.5_quality_20	SRR34712482	NS	PX213313.1	8	A/cattle/CA/25-019914-004-original/2025
SRR34712482_PA_cns.fa	Consensus_SRR34712482_PA_cns_threshold_0.5_quality_20	SRR34712482	PA	PX213308.1	3	A/cattle/CA/25-019914-004-original/2025
SRR34712482_PB1_cns.fa	Consensus_SRR34712482_PB1_cns_threshold_0.5_quality_20	SRR34712482	PB1	PX213307.1	2	A/cattle/CA/25-019914-004-original/2025
SRR34712482_PB2_cns.fa	Consensus_SRR34712482_PB2_cns_threshold_0.5_quality_20	SRR34712482	PB2	PX213306.1	1	A/cattle/CA/25-019914-004-original/2025
SRR34712483_HA_cns.fa	Consensus_SRR34712483_HA_cns_threshold_0.5_quality_20	SRR34712483	HA	PX213141.1	4	A/cattle/CA/25-019706-006-original/2025
SRR34712483_MP_cns.fa	Consensus_SRR34712483_MP_cns_threshold_0.5_quality_20	SRR34712483	MP	PX213144.1	7	A/cattle/CA/25-019706-006-original/2025
SRR34712483_NA_cns.fa	Consensus_SRR34712483_NA_cns_threshold_0.5_quality_20	SRR34712483	NA	PX213143.1	6	A/cattle/CA/25-019706-006-original/2025
SRR34712483_NP_cns.fa	Consensus_SRR34712483_NP_cns_threshold_0.5_quality_20	SRR34712483	NP	PX213142.1	5	A/cattle/CA/25-019706-006-original/2025
SRR34712483_NS_cns.fa	Consensus_SRR34712483_NS_cns_threshold_0.5_quality_20	SRR34712483	NS	PX213145.1	8	A/cattle/CA/25-019706-006-original/2025
SRR34712483_PA_cns.fa	Consensus_SRR34712483_PA_cns_threshold_0.5_quality_20	SRR34712483	PA	PX213140.1	3	A/cattle/CA/25-019706-006-original/2025
SRR34712483_PB1_cns.fa	Consensus_SRR34712483_PB1_cns_threshold_0.5_quality_20	SRR34712483	PB1	PX213139.1	2	A/cattle/CA/25-019706-006-original/2025
SRR34712483_PB2_cns.fa	Consensus_SRR34712483_PB2_cns_threshold_0.5_quality_20	SRR34712483	PB2	PX213138.1	1	A/cattle/CA/25-019706-006-original/2025
SRR34712484_HA_cns.fa	Consensus_SRR34712484_HA_cns_threshold_0.5_quality_20	SRR34712484	HA	PX213133.1	4	A/cattle/CA/25-019706-005-original/2025
SRR34712484_MP_cns.fa	Consensus_SRR34712484_MP_cns_threshold_0.5_quality_20	SRR34712484	MP	PX213136.1	7	A/cattle/CA/25-019706-005-original/2025
SRR34712484_NA_cns.fa	Consensus_SRR34712484_NA_cns_threshold_0.5_quality_20	SRR34712484	NA	PX213135.1	6	A/cattle/CA/25-019706-005-original/2025
SRR34712484_NP_cns.fa	Consensus_SRR34712484_NP_cns_threshold_0.5_quality_20	SRR34712484	NP	PX213134.1	5	A/cattle/CA/25-019706-005-original/2025
SRR34712484_NS_cns.fa	Consensus_SRR34712484_NS_cns_threshold_0.5_quality_20	SRR34712484	NS	PX213137.1	8	A/cattle/CA/25-019706-005-original/2025
SRR34712484_PA_cns.fa	Consensus_SRR34712484_PA_cns_threshold_0.5_quality_20	SRR34712484	PA	PX213132.1	3	A/cattle/CA/25-019706-005-original/2025
SRR34712484_PB1_cns.fa	Consensus_SRR34712484_PB1_cns_threshold_0.5_quality_20	SRR34712484	PB1	PX213131.1	2	A/cattle/CA/25-019706-005-original/2025
SRR34712484_PB2_cns.fa	Consensus_SRR34712484_PB2_cns_threshold_0.5_quality_20	SRR34712484	PB2	PX213130.1	1	A/cattle/CA/25-019706-005-original/2025
SRR34712485_HA_cns.fa	Consensus_SRR34712485_HA_cns_threshold_0.5_quality_20	SRR34712485	HA	PX213125.1	4	A/cattle/CA/25-019706-004-original/2025
SRR34712485_MP_cns.fa	Consensus_SRR34712485_MP_cns_threshold_0.5_quality_20	SRR34712485	MP	PX213128.1	7	A/cattle/CA/25-019706-004-original/2025
SRR34712485_NA_cns.fa	Consensus_SRR34712485_NA_cns_threshold_0.5_quality_20	SRR34712485	NA	PX213127.1	6	A/cattle/CA/25-019706-004-original/2025
SRR34712485_NP_cns.fa	Consensus_SRR34712485_NP_cns_threshold_0.5_quality_20	SRR34712485	NP	PX213126.1	5	A/cattle/CA/25-019706-004-original/2025
SRR34712485_NS_cns.fa	Consensus_SRR34712485_NS_cns_threshold_0.5_quality_20	SRR34712485	NS	PX213129.1	8	A/cattle/CA/25-019706-004-original/2025
SRR34712485_PA_cns.fa	Consensus_SRR34712485_PA_cns_threshold_0.5_quality_20	SRR34712485	PA	PX213124.1	3	A/cattle/CA/25-019706-004-original/2025
SRR34712485_PB1_cns.fa	Consensus_SRR34712485_PB1_cns_threshold_0.5_quality_20	SRR34712485	PB1	PX213123.1	2	A/cattle/CA/25-019706-004-original/2025
SRR34712485_PB2_cns.fa	Consensus_SRR34712485_PB2_cns_threshold_0.5_quality_20	SRR34712485	PB2	PX213122.1	1	A/cattle/CA/25-019706-004-original/2025
SRR34712486_HA_cns.fa	Consensus_SRR34712486_HA_cns_threshold_0.5_quality_20	SRR34712486	HA	PX213277.1	4	A/cattle/CA/25-019911-002-original/2025
SRR34712486_MP_cns.fa	Consensus_SRR34712486_MP_cns_threshold_0.5_quality_20	SRR34712486	MP	PX213280.1	7	A/cattle/CA/25-019911-002-original/2025
SRR34712486_NA_cns.fa	Consensus_SRR34712486_NA_cns_threshold_0.5_quality_20	SRR34712486	NA	PX213279.1	6	A/cattle/CA/25-019911-002-original/2025
SRR34712486_NP_cns.fa	Consensus_SRR34712486_NP_cns_threshold_0.5_quality_20	SRR34712486	NP	PX213278.1	5	A/cattle/CA/25-019911-002-original/2025
SRR34712486_NS_cns.fa	Consensus_SRR34712486_NS_cns_threshold_0.5_quality_20	SRR34712486	NS	PX213281.1	8	A/cattle/CA/25-019911-002-original/2025
SRR34712486_PA_cns.fa	Consensus_SRR34712486_PA_cns_threshold_0.5_quality_20	SRR34712486	PA	PX213276.1	3	A/cattle/CA/25-019911-002-original/2025
SRR34712486_PB1_cns.fa	Consensus_SRR34712486_PB1_cns_threshold_0.5_quality_20	SRR34712486	PB1	PX213275.1	2	A/cattle/CA/25-019911-002-original/2025
SRR34712486_PB2_cns.fa	Consensus_SRR34712486_PB2_cns_threshold_0.5_quality_20	SRR34712486	PB2	PX213274.1	1	A/cattle/CA/25-019911-002-original/2025
SRR34712487_HA_cns.fa	Consensus_SRR34712487_HA_cns_threshold_0.5_quality_20	SRR34712487	HA	PX213269.1	4	A/cattle/CA/25-019911-001-original/2025
SRR34712487_MP_cns.fa	Consensus_SRR34712487_MP_cns_threshold_0.5_quality_20	SRR34712487	MP	PX213272.1	7	A/cattle/CA/25-019911-001-original/2025
SRR34712487_NA_cns.fa	Consensus_SRR34712487_NA_cns_threshold_0.5_quality_20	SRR34712487	NA	PX213271.1	6	A/cattle/CA/25-019911-001-original/2025
SRR34712487_NP_cns.fa	Consensus_SRR34712487_NP_cns_threshold_0.5_quality_20	SRR34712487	NP	PX213270.1	5	A/cattle/CA/25-019911-001-original/2025
SRR34712487_NS_cns.fa	Consensus_SRR34712487_NS_cns_threshold_0.5_quality_20	SRR34712487	NS	PX213273.1	8	A/cattle/CA/25-019911-001-original/2025
SRR34712487_PA_cns.fa	Consensus_SRR34712487_PA_cns_threshold_0.5_quality_20	SRR34712487	PA	PX213268.1	3	A/cattle/CA/25-019911-001-original/2025
SRR34712487_PB1_cns.fa	Consensus_SRR34712487_PB1_cns_threshold_0.5_quality_20	SRR34712487	PB1	PX213267.1	2	A/cattle/CA/25-019911-001-original/2025
SRR34712487_PB2_cns.fa	Consensus_SRR34712487_PB2_cns_threshold_0.5_quality_20	SRR34712487	PB2	PX213266.1	1	A/cattle/CA/25-019911-001-original/2025
SRR34712488_HA_cns.fa	Consensus_SRR34712488_HA_cns_threshold_0.5_quality_20	SRR34712488	HA	PX213261.1	4	A/cattle/CA/25-019909-007-original/2025
SRR34712488_MP_cns.fa	Consensus_SRR34712488_MP_cns_threshold_0.5_quality_20	SRR34712488	MP	PX213264.1	7	A/cattle/CA/25-019909-007-original/2025
SRR34712488_NA_cns.fa	Consensus_SRR34712488_NA_cns_threshold_0.5_quality_20	SRR34712488	NA	PX213263.1	6	A/cattle/CA/25-019909-007-original/2025
SRR34712488_NP_cns.fa	Consensus_SRR34712488_NP_cns_threshold_0.5_quality_20	SRR34712488	NP	PX213262.1	5	A/cattle/CA/25-019909-007-original/2025
SRR34712488_NS_cns.fa	Consensus_SRR34712488_NS_cns_threshold_0.5_quality_20	SRR34712488	NS	PX213265.1	8	A/cattle/CA/25-019909-007-original/2025
SRR34712488_PA_cns.fa	Consensus_SRR34712488_PA_cns_threshold_0.5_quality_20	SRR34712488	PA	PX213260.1	3	A/cattle/CA/25-019909-007-original/2025
SRR34712488_PB1_cns.fa	Consensus_SRR34712488_PB1_cns_threshold_0.5_quality_20	SRR34712488	PB1	PX213259.1	2	A/cattle/CA/25-019909-007-original/2025
SRR34712488_PB2_cns.fa	Consensus_SRR34712488_PB2_cns_threshold_0.5_quality_20	SRR34712488	PB2	PX213258.1	1	A/cattle/CA/25-019909-007-original/2025
SRR34712489_HA_cns.fa	Consensus_SRR34712489_HA_cns_threshold_0.5_quality_20	SRR34712489	HA	PX213253.1	4	A/cattle/CA/25-019909-005-original/2025
SRR34712489_MP_cns.fa	Consensus_SRR34712489_MP_cns_threshold_0.5_quality_20	SRR34712489	MP	PX213256.1	7	A/cattle/CA/25-019909-005-original/2025
SRR34712489_NA_cns.fa	Consensus_SRR34712489_NA_cns_threshold_0.5_quality_20	SRR34712489	NA	PX213255.1	6	A/cattle/CA/25-019909-005-original/2025
SRR34712489_NP_cns.fa	Consensus_SRR34712489_NP_cns_threshold_0.5_quality_20	SRR34712489	NP	PX213254.1	5	A/cattle/CA/25-019909-005-original/2025
SRR34712489_NS_cns.fa	Consensus_SRR34712489_NS_cns_threshold_0.5_quality_20	SRR34712489	NS	PX213257.1	8	A/cattle/CA/25-019909-005-original/2025
SRR34712489_PA_cns.fa	Consensus_SRR34712489_PA_cns_threshold_0.5_quality_20	SRR34712489	PA	PX213252.1	3	A/cattle/CA/25-019909-005-original/2025
SRR34712489_PB1_cns.fa	Consensus_SRR34712489_PB1_cns_threshold_0.5_quality_20	SRR34712489	PB1	PX213251.1	2	A/cattle/CA/25-019909-005-original/2025
SRR34712489_PB2_cns.fa	Consensus_SRR34712489_PB2_cns_threshold_0.5_quality_20	SRR34712489	PB2	PX213250.1	1	A/cattle/CA/25-019909-005-original/2025
SRR34712490_HA_cns.fa	Consensus_SRR34712490_HA_cns_threshold_0.5_quality_20	SRR34712490	HA	PX213245.1	4	A/cattle/CA/25-019909-004-original/2025
SRR34712490_MP_cns.fa	Consensus_SRR34712490_MP_cns_threshold_0.5_quality_20	SRR34712490	MP	PX213248.1	7	A/cattle/CA/25-019909-004-original/2025
SRR34712490_NA_cns.fa	Consensus_SRR34712490_NA_cns_threshold_0.5_quality_20	SRR34712490	NA	PX213247.1	6	A/cattle/CA/25-019909-004-original/2025
SRR34712490_NP_cns.fa	Consensus_SRR34712490_NP_cns_threshold_0.5_quality_20	SRR34712490	NP	PX213246.1	5	A/cattle/CA/25-019909-004-original/2025
SRR34712490_NS_cns.fa	Consensus_SRR34712490_NS_cns_threshold_0.5_quality_20	SRR34712490	NS	PX213249.1	8	A/cattle/CA/25-019909-004-original/2025
SRR34712490_PA_cns.fa	Consensus_SRR34712490_PA_cns_threshold_0.5_quality_20	SRR34712490	PA	PX213244.1	3	A/cattle/CA/25-019909-004-original/2025
SRR34712490_PB1_cns.fa	Consensus_SRR34712490_PB1_cns_threshold_0.5_quality_20	SRR34712490	PB1	PX213243.1	2	A/cattle/CA/25-019909-004-original/2025
SRR34712490_PB2_cns.fa	Consensus_SRR34712490_PB2_cns_threshold_0.5_quality_20	SRR34712490	PB2	PX213242.1	1	A/cattle/CA/25-019909-004-original/2025
SRR34712491_HA_cns.fa	Consensus_SRR34712491_HA_cns_threshold_0.5_quality_20	SRR34712491	HA	PX213237.1	4	A/cattle/CA/25-019718-001-original/2025
SRR34712491_MP_cns.fa	Consensus_SRR34712491_MP_cns_threshold_0.5_quality_20	SRR34712491	MP	PX213240.1	7	A/cattle/CA/25-019718-001-original/2025
SRR34712491_NA_cns.fa	Consensus_SRR34712491_NA_cns_threshold_0.5_quality_20	SRR34712491	NA	PX213239.1	6	A/cattle/CA/25-019718-001-original/2025
SRR34712491_NP_cns.fa	Consensus_SRR34712491_NP_cns_threshold_0.5_quality_20	SRR34712491	NP	PX213238.1	5	A/cattle/CA/25-019718-001-original/2025
SRR34712491_NS_cns.fa	Consensus_SRR34712491_NS_cns_threshold_0.5_quality_20	SRR34712491	NS	PX213241.1	8	A/cattle/CA/25-019718-001-original/2025
SRR34712491_PA_cns.fa	Consensus_SRR34712491_PA_cns_threshold_0.5_quality_20	SRR34712491	PA	PX213236.1	3	A/cattle/CA/25-019718-001-original/2025
SRR34712491_PB1_cns.fa	Consensus_SRR34712491_PB1_cns_threshold_0.5_quality_20	SRR34712491	PB1	PX213235.1	2	A/cattle/CA/25-019718-001-original/2025
SRR34712491_PB2_cns.fa	Consensus_SRR34712491_PB2_cns_threshold_0.5_quality_20	SRR34712491	PB2	PX213234.1	1	A/cattle/CA/25-019718-001-original/2025
SRR34712492_HA_cns.fa	Consensus_SRR34712492_HA_cns_threshold_0.5_quality_20	SRR34712492	HA	PX212901.1	4	A/cattle/CA/25-019649-004-original/2025
SRR34712492_MP_cns.fa	Consensus_SRR34712492_MP_cns_threshold_0.5_quality_20	SRR34712492	MP	PX212904.1	7	A/cattle/CA/25-019649-004-original/2025
SRR34712492_NA_cns.fa	Consensus_SRR34712492_NA_cns_threshold_0.5_quality_20	SRR34712492	NA	PX212903.1	6	A/cattle/CA/25-019649-004-original/2025
SRR34712492_NP_cns.fa	Consensus_SRR34712492_NP_cns_threshold_0.5_quality_20	SRR34712492	NP	PX212902.1	5	A/cattle/CA/25-019649-004-original/2025
SRR34712492_NS_cns.fa	Consensus_SRR34712492_NS_cns_threshold_0.5_quality_20	SRR34712492	NS	PX212905.1	8	A/cattle/CA/25-019649-004-original/2025
SRR34712492_PA_cns.fa	Consensus_SRR34712492_PA_cns_threshold_0.5_quality_20	SRR34712492	PA	PX212900.1	3	A/cattle/CA/25-019649-004-original/2025
SRR34712492_PB1_cns.fa	Consensus_SRR34712492_PB1_cns_threshold_0.5_quality_20	SRR34712492	PB1	PX212899.1	2	A/cattle/CA/25-019649-004-original/2025
SRR34712492_PB2_cns.fa	Consensus_SRR34712492_PB2_cns_threshold_0.5_quality_20	SRR34712492	PB2	PX212898.1	1	A/cattle/CA/25-019649-004-original/2025
SRR34712493_HA_cns.fa	Consensus_SRR34712493_HA_cns_threshold_0.5_quality_20	SRR34712493	HA	PX213229.1	4	A/cattle/CA/25-019717-006-original/2025
SRR34712493_MP_cns.fa	Consensus_SRR34712493_MP_cns_threshold_0.5_quality_20	SRR34712493	MP	PX213232.1	7	A/cattle/CA/25-019717-006-original/2025
SRR34712493_NA_cns.fa	Consensus_SRR34712493_NA_cns_threshold_0.5_quality_20	SRR34712493	NA	PX213231.1	6	A/cattle/CA/25-019717-006-original/2025
SRR34712493_NP_cns.fa	Consensus_SRR34712493_NP_cns_threshold_0.5_quality_20	SRR34712493	NP	PX213230.1	5	A/cattle/CA/25-019717-006-original/2025
SRR34712493_NS_cns.fa	Consensus_SRR34712493_NS_cns_threshold_0.5_quality_20	SRR34712493	NS	PX213233.1	8	A/cattle/CA/25-019717-006-original/2025
SRR34712493_PA_cns.fa	Consensus_SRR34712493_PA_cns_threshold_0.5_quality_20	SRR34712493	PA	PX213228.1	3	A/cattle/CA/25-019717-006-original/2025
SRR34712493_PB1_cns.fa	Consensus_SRR34712493_PB1_cns_threshold_0.5_quality_20	SRR34712493	PB1	PX213227.1	2	A/cattle/CA/25-019717-006-original/2025
SRR34712493_PB2_cns.fa	Consensus_SRR34712493_PB2_cns_threshold_0.5_quality_20	SRR34712493	PB2	PX213226.1	1	A/cattle/CA/25-019717-006-original/2025
SRR34712494_HA_cns.fa	Consensus_SRR34712494_HA_cns_threshold_0.5_quality_20	SRR34712494	HA	PX213221.1	4	A/cattle/CA/25-019717-005-original/2025
SRR34712494_MP_cns.fa	Consensus_SRR34712494_MP_cns_threshold_0.5_quality_20	SRR34712494	MP	PX213224.1	7	A/cattle/CA/25-019717-005-original/2025
SRR34712494_NA_cns.fa	Consensus_SRR34712494_NA_cns_threshold_0.5_quality_20	SRR34712494	NA	PX213223.1	6	A/cattle/CA/25-019717-005-original/2025
SRR34712494_NP_cns.fa	Consensus_SRR34712494_NP_cns_threshold_0.5_quality_20	SRR34712494	NP	PX213222.1	5	A/cattle/CA/25-019717-005-original/2025
SRR34712494_NS_cns.fa	Consensus_SRR34712494_NS_cns_threshold_0.5_quality_20	SRR34712494	NS	PX213225.1	8	A/cattle/CA/25-019717-005-original/2025
SRR34712494_PA_cns.fa	Consensus_SRR34712494_PA_cns_threshold_0.5_quality_20	SRR34712494	PA	PX213220.1	3	A/cattle/CA/25-019717-005-original/2025
SRR34712494_PB1_cns.fa	Consensus_SRR34712494_PB1_cns_threshold_0.5_quality_20	SRR34712494	PB1	PX213219.1	2	A/cattle/CA/25-019717-005-original/2025
SRR34712494_PB2_cns.fa	Consensus_SRR34712494_PB2_cns_threshold_0.5_quality_20	SRR34712494	PB2	PX213218.1	1	A/cattle/CA/25-019717-005-original/2025
SRR34712495_HA_cns.fa	Consensus_SRR34712495_HA_cns_threshold_0.5_quality_20	SRR34712495	HA	PX213213.1	4	A/cattle/CA/25-019717-004-original/2025
SRR34712495_MP_cns.fa	Consensus_SRR34712495_MP_cns_threshold_0.5_quality_20	SRR34712495	MP	PX213216.1	7	A/cattle/CA/25-019717-004-original/2025
SRR34712495_NA_cns.fa	Consensus_SRR34712495_NA_cns_threshold_0.5_quality_20	SRR34712495	NA	PX213215.1	6	A/cattle/CA/25-019717-004-original/2025
SRR34712495_NP_cns.fa	Consensus_SRR34712495_NP_cns_threshold_0.5_quality_20	SRR34712495	NP	PX213214.1	5	A/cattle/CA/25-019717-004-original/2025
SRR34712495_NS_cns.fa	Consensus_SRR34712495_NS_cns_threshold_0.5_quality_20	SRR34712495	NS	PX213217.1	8	A/cattle/CA/25-019717-004-original/2025
SRR34712495_PA_cns.fa	Consensus_SRR34712495_PA_cns_threshold_0.5_quality_20	SRR34712495	PA	PX213212.1	3	A/cattle/CA/25-019717-004-original/2025
SRR34712495_PB1_cns.fa	Consensus_SRR34712495_PB1_cns_threshold_0.5_quality_20	SRR34712495	PB1	PX213211.1	2	A/cattle/CA/25-019717-004-original/2025
SRR34712495_PB2_cns.fa	Consensus_SRR34712495_PB2_cns_threshold_0.5_quality_20	SRR34712495	PB2	PX213210.1	1	A/cattle/CA/25-019717-004-original/2025
SRR34712496_HA_cns.fa	Consensus_SRR34712496_HA_cns_threshold_0.5_quality_20	SRR34712496	HA	PX213205.1	4	A/cattle/CA/25-019717-003-original/2025
SRR34712496_MP_cns.fa	Consensus_SRR34712496_MP_cns_threshold_0.5_quality_20	SRR34712496	MP	PX213208.1	7	A/cattle/CA/25-019717-003-original/2025
SRR34712496_NA_cns.fa	Consensus_SRR34712496_NA_cns_threshold_0.5_quality_20	SRR34712496	NA	PX213207.1	6	A/cattle/CA/25-019717-003-original/2025
SRR34712496_NP_cns.fa	Consensus_SRR34712496_NP_cns_threshold_0.5_quality_20	SRR34712496	NP	PX213206.1	5	A/cattle/CA/25-019717-003-original/2025
SRR34712496_NS_cns.fa	Consensus_SRR34712496_NS_cns_threshold_0.5_quality_20	SRR34712496	NS	PX213209.1	8	A/cattle/CA/25-019717-003-original/2025
SRR34712496_PA_cns.fa	Consensus_SRR34712496_PA_cns_threshold_0.5_quality_20	SRR34712496	PA	PX213204.1	3	A/cattle/CA/25-019717-003-original/2025
SRR34712496_PB1_cns.fa	Consensus_SRR34712496_PB1_cns_threshold_0.5_quality_20	SRR34712496	PB1	PX213203.1	2	A/cattle/CA/25-019717-003-original/2025
SRR34712496_PB2_cns.fa	Consensus_SRR34712496_PB2_cns_threshold_0.5_quality_20	SRR34712496	PB2	PX213202.1	1	A/cattle/CA/25-019717-003-original/2025
SRR34712497_HA_cns.fa	Consensus_SRR34712497_HA_cns_threshold_0.5_quality_20	SRR34712497	HA	PX213197.1	4	A/cattle/CA/25-019717-002-original/2025
SRR34712497_MP_cns.fa	Consensus_SRR34712497_MP_cns_threshold_0.5_quality_20	SRR34712497	MP	PX213200.1	7	A/cattle/CA/25-019717-002-original/2025
SRR34712497_NA_cns.fa	Consensus_SRR34712497_NA_cns_threshold_0.5_quality_20	SRR34712497	NA	PX213199.1	6	A/cattle/CA/25-019717-002-original/2025
SRR34712497_NP_cns.fa	Consensus_SRR34712497_NP_cns_threshold_0.5_quality_20	SRR34712497	NP	PX213198.1	5	A/cattle/CA/25-019717-002-original/2025
SRR34712497_NS_cns.fa	Consensus_SRR34712497_NS_cns_threshold_0.5_quality_20	SRR34712497	NS	PX213201.1	8	A/cattle/CA/25-019717-002-original/2025
SRR34712497_PA_cns.fa	Consensus_SRR34712497_PA_cns_threshold_0.5_quality_20	SRR34712497	PA	PX213196.1	3	A/cattle/CA/25-019717-002-original/2025
SRR34712497_PB1_cns.fa	Consensus_SRR34712497_PB1_cns_threshold_0.5_quality_20	SRR34712497	PB1	PX213195.1	2	A/cattle/CA/25-019717-002-original/2025
