Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source
SRR28834854,WGS,290,33095525,PRJNA1102327,SAMN41100351,Viral,10748503,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397574,USA,North America,USA,CATTLE,Illumina iSeq 100,24-010071-004,24-010071-004,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-010071-004,SRP503016,,Not Collected
SRR28834855,WGS,292,125334084,PRJNA1102327,SAMN41100350,Viral,41951341,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397573,USA,North America,USA,PIGEON,Illumina iSeq 100,24-008765-001,24-008765-001,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-008765-001,SRP503016,,Not Collected
SRR28834884,WGS,294,58637049,PRJNA1102327,SAMN41106764,Viral,20124775,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397687,USA,North America,USA,Chicken,Illumina iSeq 100,24-005334-001-original,24-005334-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005334-001-original,SRP503016,,
SRR28834885,WGS,289,12165441,PRJNA1102327,SAMN41106835,Viral,3911585,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397686,USA,North America,USA,Mountain Lion,Illumina iSeq 100,24-010315-001-original,24-010315-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-010315-001-original,SRP503016,,
SRR28834886,WGS,426,53081096,PRJNA1102327,SAMN41106763,Viral,32686032,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397685,USA,North America,USA,Canada Goose,Illumina MiSeq,24-005146-001-original,24-005146-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005146-001-original,SRP503016,,
SRR28834887,WGS,446,64340257,PRJNA1102327,SAMN41106834,Viral,35609374,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397684,USA,North America,USA,cattle,Illumina MiSeq,24-009499-002-original,24-009499-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009499-002-original,SRP503016,,
SRR28834888,WGS,447,39057780,PRJNA1102327,SAMN41106833,Viral,21820552,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397683,USA,North America,USA,cattle,Illumina MiSeq,24-009495-007-original,24-009495-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009495-007-original,SRP503016,,
SRR28834889,WGS,459,29793398,PRJNA1102327,SAMN41106832,Viral,17342944,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397682,USA,North America,USA,cattle,Illumina MiSeq,24-009495-005-original,24-009495-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009495-005-original,SRP503016,,
SRR28834890,WGS,435,47097592,PRJNA1102327,SAMN41106831,Viral,27866667,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397681,USA,North America,USA,cattle,Illumina MiSeq,24-009495-004-original,24-009495-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009495-004-original,SRP503016,,
SRR28834891,WGS,437,110628259,PRJNA1102327,SAMN41106830,Viral,61462903,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397680,USA,North America,USA,cattle,Illumina MiSeq,24-009310-009-original,24-009310-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009310-009-original,SRP503016,,
SRR28834892,WGS,291,44184253,PRJNA1102327,SAMN41106829,Viral,16439881,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397679,USA,North America,USA,cattle,Illumina iSeq 100,24-009308-003-original,24-009308-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-009308-003-original,SRP503016,,
SRR28834893,WGS,292,46693047,PRJNA1102327,SAMN41106828,Viral,17359401,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397678,USA,North America,USA,cattle,Illumina iSeq 100,24-009308-002-original,24-009308-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009308-002-original,SRP503016,,
SRR28834894,WGS,290,28561315,PRJNA1102327,SAMN41106827,Viral,10611028,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397677,USA,North America,USA,cattle,Illumina iSeq 100,24-009308-001-original,24-009308-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009308-001-original,SRP503016,,
SRR28834895,WGS,292,42419422,PRJNA1102327,SAMN41106826,Viral,15334603,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397676,USA,North America,USA,Domestic Cat,Illumina iSeq 100,24-009118-002-original,24-009118-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009118-002-original,SRP503016,,
SRR28834896,WGS,272,55752213,PRJNA1102327,SAMN41106825,Viral,19605666,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397675,USA,North America,USA,Domestic Cat,Illumina iSeq 100,24-009116-001-original,24-009116-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009116-001-original,SRP503016,,
SRR28834897,WGS,392,80815106,PRJNA1102327,SAMN41106795,Viral,47205385,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397674,USA,North America,USA,GOAT,Illumina MiSeq,24-007234-006-original,24-007234-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-007234-006-original,SRP503016,,
SRR28834898,WGS,458,51866823,PRJNA1102327,SAMN41106759,Viral,28682618,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397673,USA,North America,USA,Western Sandpiper,Illumina MiSeq,24-004707-001-original,24-004707-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-004707-001-original,SRP503016,,
SRR28834899,WGS,366,75283680,PRJNA1102327,SAMN41106794,Viral,44694372,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397672,USA,North America,USA,GOAT,Illumina MiSeq,24-007234-003-original,24-007234-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-007234-003-original,SRP503016,,
SRR28834900,WGS,436,49085991,PRJNA1102327,SAMN41106793,Viral,29523692,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397671,USA,North America,USA,Mallard,Illumina MiSeq,24-006961-018-original,24-006961-018-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-006961-018-original,SRP503016,,
SRR28834901,WGS,380,52326060,PRJNA1102327,SAMN41106792,Viral,35001243,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397670,USA,North America,USA,American Crow,Illumina MiSeq,24-006634-001-original-repeat,24-006634-001-original-repeat,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-006634-001-original-repeat,SRP503016,,
SRR28834902,WGS,488,236236308,PRJNA1102327,SAMN41106791,Viral,76639921,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397669,USA,North America,USA,Ganada Goose,Illumina MiSeq,24-006385-003-original-repeat,24-006385-003-original-repeat,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-006385-003-original-repeat,SRP503016,,
SRR28834903,WGS,454,33085376,PRJNA1102327,SAMN41106790,Viral,19265178,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397668,USA,North America,USA,Great Horned Owl,Illumina MiSeq,24-006223-001-original,24-006223-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-006223-001-original,SRP503016,,
SRR28834904,WGS,294,36879640,PRJNA1102327,SAMN41106789,Viral,12271935,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397667,USA,North America,USA,Bald Eagle,Illumina iSeq 100,24-006061-001-original,24-006061-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-006061-001-original,SRP503016,,
SRR28834905,WGS,451,52867547,PRJNA1102327,SAMN41106788,Viral,28043837,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397666,USA,North America,USA,Red Tailed Hawk,Illumina MiSeq,24-005993-001-original,24-005993-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005993-001-original,SRP503016,,
SRR28834906,WGS,454,42668068,PRJNA1102327,SAMN41106787,Viral,23016501,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397665,USA,North America,USA,Skunk,Illumina MiSeq,24-005959-006-original,24-005959-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005959-006-original,SRP503016,,
SRR28834907,WGS,447,49412301,PRJNA1102327,SAMN41106786,Viral,26464471,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397664,USA,North America,USA,Skunk,Illumina MiSeq,24-005959-005-original,24-005959-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005959-005-original,SRP503016,,
SRR28834908,WGS,458,48237962,PRJNA1102327,SAMN41106785,Viral,25803234,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397663,USA,North America,USA,Skunk,Illumina MiSeq,24-005959-004-original,24-005959-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005959-004-original,SRP503016,,
SRR28834909,WGS,441,74217963,PRJNA1102327,SAMN41106758,Viral,40240298,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397662,USA,North America,USA,American Crow,Illumina MiSeq,24-004479-002-original,24-004479-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-004479-002-original,SRP503016,,
SRR28834910,WGS,448,49951755,PRJNA1102327,SAMN41106784,Viral,26939203,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397661,USA,North America,USA,Skunk,Illumina MiSeq,24-005959-003-original,24-005959-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-005959-003-original,SRP503016,,
SRR28834911,WGS,446,47826904,PRJNA1102327,SAMN41106783,Viral,26506074,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397660,USA,North America,USA,Skunk,Illumina MiSeq,24-005959-002-original,24-005959-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005959-002-original,SRP503016,,
SRR28834912,WGS,455,59227094,PRJNA1102327,SAMN41106782,Viral,31423570,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397659,USA,North America,USA,Skunk,Illumina MiSeq,24-005959-001-original,24-005959-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005959-001-original,SRP503016,,
SRR28834913,WGS,453,48769439,PRJNA1102327,SAMN41106781,Viral,26104775,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397658,USA,North America,USA,Mute Swan,Illumina MiSeq,24-005918-001-original,24-005918-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005918-001-original,SRP503016,,
SRR28834914,WGS,294,56306083,PRJNA1102327,SAMN41106780,Viral,18829264,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397657,USA,North America,USA,Mountain Lion,Illumina iSeq 100,24-005908-001-original,24-005908-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005908-001-original,SRP503016,,
SRR28834915,WGS,292,44046303,PRJNA1102327,SAMN41106779,Viral,14575926,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397656,USA,North America,USA,Duck,Illumina iSeq 100,24-005907-002-original,24-005907-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005907-002-original,SRP503016,,
SRR28834916,WGS,292,32443870,PRJNA1102327,SAMN41106778,Viral,10946315,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397655,USA,North America,USA,Chicken,Illumina iSeq 100,24-005907-001-original,24-005907-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005907-001-original,SRP503016,,
SRR28834917,WGS,437,52213474,PRJNA1102327,SAMN41106777,Viral,28219285,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397654,USA,North America,USA,Canada Goose,Illumina MiSeq,24-005749-001-original,24-005749-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005749-001-original,SRP503016,,
SRR28834918,WGS,294,66305217,PRJNA1102327,SAMN41106776,Viral,20752585,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397653,USA,North America,USA,Chicken,Illumina iSeq 100,24-005716-006-original,24-005716-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005716-006-original,SRP503016,,
SRR28834919,WGS,294,70298263,PRJNA1102327,SAMN41106775,Viral,22077034,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397652,USA,North America,USA,Chicken,Illumina iSeq 100,24-005716-003-original,24-005716-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005716-003-original,SRP503016,,
SRR28834920,WGS,463,57773285,PRJNA1102327,SAMN41106757,Viral,34264940,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397651,USA,North America,USA,American Crow,Illumina MiSeq,24-004479-001-original,24-004479-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-004479-001-original,SRP503016,,
SRR28834921,WGS,294,60235515,PRJNA1102327,SAMN41106774,Viral,18928663,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397650,USA,North America,USA,Chicken,Illumina iSeq 100,24-005716-002-original,24-005716-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005716-002-original,SRP503016,,
SRR28834922,WGS,294,65895740,PRJNA1102327,SAMN41106773,Viral,22470218,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397649,USA,North America,USA,Chicken,Illumina iSeq 100,24-005539-002-original,24-005539-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005539-002-original,SRP503016,,
SRR28834923,WGS,295,64488281,PRJNA1102327,SAMN41106772,Viral,22020618,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397648,USA,North America,USA,Chicken,Illumina iSeq 100,24-005539-001-original,24-005539-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005539-001-original,SRP503016,,
SRR28834924,WGS,294,55332423,PRJNA1102327,SAMN41106771,Viral,18923265,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397647,USA,North America,USA,Turkey,Illumina iSeq 100,24-005372-002-original,24-005372-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005372-002-original,SRP503016,,
SRR28834925,WGS,295,52289501,PRJNA1102327,SAMN41106770,Viral,17962965,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397646,USA,North America,USA,Turkey,Illumina iSeq 100,24-005372-001-original,24-005372-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005372-001-original,SRP503016,,
SRR28834926,WGS,295,55559389,PRJNA1102327,SAMN41106769,Viral,18970444,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397645,USA,North America,USA,Turkey,Illumina iSeq 100,24-005371-002-original,24-005371-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005371-002-original,SRP503016,,
SRR28834927,WGS,296,54057428,PRJNA1102327,SAMN41106768,Viral,18599490,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397644,USA,North America,USA,Turkey,Illumina iSeq 100,24-005371-001-original,24-005371-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-005371-001-original,SRP503016,,
SRR28834928,WGS,295,58675338,PRJNA1102327,SAMN41106767,Viral,20125159,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397643,USA,North America,USA,Turkey,Illumina iSeq 100,24-005369-002-original,24-005369-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-005369-002-original,SRP503016,,
SRR28834929,WGS,456,60718962,PRJNA1102327,SAMN41106762,Viral,33023164,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397642,USA,North America,USA,Snow Goose,Illumina MiSeq,24-004881-004-original,24-004881-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-004881-004-original,SRP503016,,
SRR28834930,WGS,418,134194415,PRJNA1102327,SAMN41106824,Viral,71676494,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397641,USA,North America,USA,Domestic Cat,Illumina MiSeq,24-009038-001-original,24-009038-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-009038-001-original,SRP503016,,
SRR28834931,WGS,380,83208137,PRJNA1102327,SAMN41106823,Viral,47036397,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397640,USA,North America,USA,Canada Goose,Illumina MiSeq,24-008719-001-original,24-008719-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-008719-001-original,SRP503016,,
SRR28834932,WGS,355,73758534,PRJNA1102327,SAMN41106822,Viral,42416568,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397639,USA,North America,USA,American Wigeon,Illumina MiSeq,24-008552-021-original,24-008552-021-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-008552-021-original,SRP503016,,
SRR28834933,WGS,380,76588549,PRJNA1102327,SAMN41106821,Viral,43696438,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397638,USA,North America,USA,Red Tailed Hawk,Illumina MiSeq,24-008306-001-original,24-008306-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:53:00Z,1,24-008306-001-original,SRP503016,,
SRR28834934,WGS,404,24177771,PRJNA1102327,SAMN41106820,Viral,16355270,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397637,USA,North America,USA,Skunk,Illumina MiSeq,24-008032-004-original,24-008032-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-008032-004-original,SRP503016,,
SRR28834935,WGS,375,45951606,PRJNA1102327,SAMN41106819,Viral,31227115,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397636,USA,North America,USA,Bald Eagle,Illumina MiSeq,24-007953-001-original,24-007953-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-007953-001-original,SRP503016,,
SRR28834936,WGS,402,20568488,PRJNA1102327,SAMN41106818,Viral,13797784,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397635,USA,North America,USA,Skunk,Illumina MiSeq,24-007939-001-original,24-007939-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-007939-001-original,SRP503016,,
SRR28834937,WGS,440,308902397,PRJNA1102327,SAMN41106817,Viral,99958914,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397634,USA,North America,USA,Snow Goose,Illumina MiSeq,24-007706-001-original,24-007706-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-007706-001-original,SRP503016,,
SRR28834938,WGS,442,321730298,PRJNA1102327,SAMN41106816,Viral,103314759,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24397633,USA,North America,USA,Chicken,Illumina MiSeq,24-007557-001-original,24-007557-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-29T00:00:00Z,2024-04-29T16:54:00Z,1,24-007557-001-original,SRP503016,,
